num_job,num_machine,mean,std,seed,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,MoRUBI_best,MoRUBI_time,SPT_best,SPT_time,LPT_best,LPT_time,GT_best,GT_time
25,10,30,10,2,1475.91,1265,2.1630728244781494,955,4.923616409301758,965,4.5933473110198975,897,4.554086446762085,1020,4.616412401199341,993,5.264301538467407
30,10,30,10,2,1704.04,1400,2.6206676959991455,1137,5.3694398403167725,1148,5.433014154434204,1176,5.317788124084473,1167,5.852506399154663,1138,6.363914489746094
35,10,30,10,2,1903.16,1639,3.0725274085998535,1308,6.317816495895386,1286,6.323427200317383,1165,5.958667278289795,1261,6.242074012756348,1309,7.511482238769531
40,10,30,10,2,2103.82,1821,3.1325669288635254,1445,6.674188852310181,1454,6.791954755783081,1466,6.462208271026611,1476,7.005920886993408,1458,8.541109561920166
45,10,30,10,2,2284.86,2017,3.769165277481079,1603,7.87892484664917,1585,8.106293678283691,1476,7.773415565490723,1582,8.106080770492554,1570,10.209252834320068
50,10,30,10,2,2544.05,2286,4.177349805831909,1819,8.503496408462524,1842,8.537732124328613,1706,8.282118558883667,1743,8.554271697998047,1737,11.34873080253601
10,10,30,10,3,792.25,612,1.1144661903381348,525,2.261465072631836,525,2.3000433444976807,539,2.2260043621063232,496,2.2924795150756836,548,2.357297897338867
15,10,30,10,3,1029.79,806,1.44045090675354,691,2.9603934288024902,681,3.0781893730163574,660,3.215461015701294,754,2.9674506187438965,701,3.1876282691955566
20,10,30,10,3,1302.95,1126,1.8336923122406006,918,3.727832794189453,883,3.6496522426605225,798,3.782799482345581,821,3.673866033554077,867,4.053619384765625
25,10,30,10,3,1529.19,1289,2.1749613285064697,1040,4.60530424118042,1074,4.696772336959839,988,4.572207450866699,1016,4.567822694778442,1027,5.248678684234619
30,10,30,10,3,1735.92,1494,2.611091375350952,1188,5.284970998764038,1150,5.329155445098877,1124,5.1397175788879395,1147,5.286364793777466,1195,6.509207010269165
35,10,30,10,3,1971.85,1624,3.0189461708068848,1386,6.295088529586792,1378,6.1791300773620605,1255,5.980052947998047,1314,6.201664447784424,1379,7.599053144454956
40,10,30,10,3,2129.71,1844,3.267862319946289,1453,6.880086421966553,1460,6.6688315868377686,1382,6.316010475158691,1491,6.884599208831787,1447,8.533918142318726
45,10,30,10,3,2341.55,2019,3.8461897373199463,1708,7.995500087738037,1711,7.955990791320801,1576,7.8102946281433105,1684,7.992748022079468,1588,10.410264492034912
50,10,30,10,3,2512.6,2155,4.140199899673462,1803,8.66825246810913,1785,8.53497862815857,1688,8.458524465560913,1813,8.800562620162964,1744,11.56047534942627
10,10,30,10,4,842.24,670,1.0962307453155518,555,2.3768155574798584,552,2.3751354217529297,562,2.398292303085327,618,2.386122703552246,585,2.343996047973633
15,10,30,10,4,1059.01,850,1.5621576309204102,671,2.9528584480285645,663,2.9876387119293213,663,2.855201244354248,698,2.933471918106079,718,3.24544620513916
20,10,30,10,4,1330.59,1114,1.7953627109527588,947,3.6880860328674316,954,3.6766293048858643,846,3.6534502506256104,985,3.7198941707611084,901,4.129760503768921
25,10,30,10,4,1486.69,1222,2.267693042755127,985,4.652693510055542,967,4.7364182472229,954,4.503708600997925,973,4.530332565307617,966,5.136708498001099
30,10,30,10,4,1699.29,1478,2.6480650901794434,1159,5.364253759384155,1126,5.398605108261108,1116,5.577864408493042,1119,5.264713764190674,1157,6.3334245681762695
35,10,30,10,4,1982.32,1691,3.088475465774536,1337,6.420909881591797,1312,6.441590070724487,1236,5.928826332092285,1396,6.271901607513428,1347,7.568056106567383
40,10,30,10,4,2210.37,1950,3.1458542346954346,1641,6.5800769329071045,1592,6.63801383972168,1489,6.983106374740601,1573,6.955686569213867,1510,8.639603614807129
45,10,30,10,4,2358.4,2095,3.8209238052368164,1667,7.887921094894409,1629,8.082208395004272,1547,7.991513013839722,1633,7.935007333755493,1682,10.551496505737305
50,10,30,10,4,2607.98,2288,4.203374147415161,1912,8.670562744140625,1929,8.572666883468628,1739,8.305129051208496,1908,8.709261417388916,1824,11.787934303283691
10,10,30,10,5,812.43,614,1.14967679977417,508,2.3500077724456787,500,2.369020700454712,509,2.3630340099334717,610,2.2738451957702637,536,2.3904969692230225
15,10,30,10,5,1053.62,888,1.4758331775665283,655,2.9433531761169434,647,3.049421548843384,665,2.9537391662597656,815,3.020479917526245,726,3.2967848777770996
20,10,30,10,5,1274.24,1070,1.7840046882629395,839,3.618485927581787,799,3.6040356159210205,871,3.6637909412384033,983,3.705925941467285,854,3.995844841003418
25,10,30,10,5,1513.74,1305,2.283053159713745,1034,4.676731824874878,1031,4.70013427734375,962,4.620532035827637,999,4.633635997772217,1028,5.134302616119385
30,10,30,10,5,1692.36,1476,2.5998384952545166,1152,5.287632942199707,1149,5.294736862182617,1030,5.243632078170776,1157,5.259471893310547,1158,6.2248125076293945
35,10,30,10,5,1896.34,1621,3.0208330154418945,1288,6.154589653015137,1268,6.2123634815216064,1287,6.17795467376709,1324,6.247833013534546,1307,7.520031452178955
40,10,30,10,5,2106.31,1854,3.0818443298339844,1478,6.507578134536743,1475,6.514267921447754,1465,6.455881834030151,1458,6.748932123184204,1434,8.461421489715576
45,10,30,10,5,2322.34,2087,3.79516863822937,1646,7.8509135246276855,1621,7.807459592819214,1529,7.569955348968506,1601,7.841058731079102,1624,10.156412839889526
50,10,30,10,5,2503.53,2170,4.138942718505859,1740,8.317017555236816,1773,8.395896911621094,1631,8.120014905929565,1746,8.323298454284668,1758,11.384071111679077
10,10,30,10,6,837.92,656,1.0940289497375488,592,2.2297091484069824,571,2.3859119415283203,546,2.1878411769866943,600,2.2811710834503174,577,2.3275725841522217
15,10,30,10,6,1069.6,866,1.458871841430664,729,2.978576421737671,708,3.0054404735565186,696,2.8999953269958496,750,2.896023988723755,725,3.205955743789673
20,10,30,10,6,1286.0,1057,1.8772852420806885,856,3.647188901901245,824,3.731813907623291,897,3.834590435028076,974,3.601914644241333,855,4.002988576889038
25,10,30,10,6,1492.25,1277,2.105430841445923,1049,4.667764186859131,1036,4.544208526611328,961,4.343014717102051,1027,4.58729100227356,1012,5.227972030639648
30,10,30,10,6,1750.24,1565,2.6109676361083984,1254,5.292797327041626,1248,5.468461990356445,1165,5.2804224491119385,1177,5.256297826766968,1201,6.25115442276001
35,10,30,10,6,1941.84,1662,3.076284885406494,1426,6.279485464096069,1402,6.443921804428101,1287,6.086283922195435,1361,6.348300218582153,1368,7.648877382278442
40,10,30,10,6,2133.33,1863,3.1057181358337402,1499,6.698366403579712,1498,6.508382797241211,1385,6.655972719192505,1460,6.74308180809021,1465,8.507784128189087
45,10,30,10,6,2390.16,2134,3.7997124195098877,1724,8.121249198913574,1776,8.004132509231567,1646,7.771468877792358,1706,8.060882806777954,1653,10.450254917144775
50,10,30,10,6,2558.19,2249,4.332123279571533,1862,8.599186420440674,1821,8.493114233016968,1772,8.36044430732727,1867,8.502597570419312,1784,11.60194730758667
10,10,30,10,7,856.26,651,1.1050233840942383,572,2.2644567489624023,575,2.2867343425750732,644,2.287788152694702,604,2.373133659362793,574,2.285386800765991
15,10,30,10,7,1064.46,837,1.4630818367004395,742,2.9311163425445557,752,2.988619327545166,694,2.935774564743042,742,2.8985819816589355,722,3.09578275680542
20,10,30,10,7,1242.22,963,1.7891628742218018,814,3.6310651302337646,786,3.8102996349334717,867,3.7277884483337402,836,3.659363031387329,875,3.9966206550598145
25,10,30,10,7,1448.29,1205,2.282503604888916,945,4.560393810272217,918,4.52616548538208,900,4.544972896575928,972,4.539010524749756,991,5.142723083496094
30,10,30,10,7,1685.42,1400,2.670879364013672,1117,5.324148178100586,1111,5.251634120941162,1049,5.083650588989258,1115,5.361847400665283,1145,6.271923303604126
35,10,30,10,7,1931.59,1627,3.033660650253296,1338,6.4571003913879395,1330,6.288410425186157,1185,6.177317142486572,1465,6.312303066253662,1311,7.6017234325408936
40,10,30,10,7,2080.4,1845,3.0988194942474365,1410,6.600353240966797,1414,6.697132349014282,1369,6.87076997756958,1445,6.643410921096802,1407,8.575149536132812
45,10,30,10,7,2345.69,1962,3.8049631118774414,1690,8.006476640701294,1675,7.849021911621094,1470,7.809599161148071,1687,8.081510066986084,1618,10.492040395736694
50,10,30,10,7,2489.93,2180,4.173424005508423,1812,8.53206467628479,1788,8.450201034545898,1710,8.276646614074707,1770,8.409336566925049,1755,11.476344347000122
10,10,30,10,8,819.21,659,1.106626033782959,514,2.283484935760498,527,2.336012840270996,550,2.227384567260742,574,2.2775070667266846,594,2.3201632499694824
15,10,30,10,8,1086.57,903,1.4730899333953857,758,3.0800888538360596,759,2.9934844970703125,718,2.79683780670166,816,2.9411885738372803,741,3.1179704666137695
20,10,30,10,8,1290.13,1001,1.901777744293213,812,3.6424782276153564,808,3.607328176498413,755,3.673936367034912,842,3.6359448432922363,868,4.013320207595825
25,10,30,10,8,1530.95,1312,2.164055109024048,1118,4.501099586486816,1151,4.6280341148376465,1044,4.594983816146851,1004,4.555590867996216,1043,5.179406642913818
30,10,30,10,8,1651.31,1393,2.583178758621216,1077,5.369236946105957,1097,5.297757387161255,1067,5.3065667152404785,1075,5.191209316253662,1113,6.307803630828857
35,10,30,10,8,1898.15,1662,2.9603004455566406,1311,6.189172029495239,1280,6.411526203155518,1199,6.209259986877441,1322,6.235494375228882,1284,7.572703838348389
40,10,30,10,8,2139.18,1859,3.1188104152679443,1546,6.677730321884155,1511,6.477601051330566,1491,6.4584126472473145,1523,6.629209041595459,1491,8.47444200515747
45,10,30,10,8,2293.35,1934,3.916261672973633,1590,7.950891494750977,1576,7.760464668273926,1469,7.847130060195923,1584,7.8461103439331055,1588,10.14955472946167
50,10,30,10,8,2531.2,2194,4.114401578903198,1819,8.494381666183472,1825,8.726751565933228,1723,8.245599031448364,1885,8.59835958480835,1741,11.459920167922974
10,10,30,10,9,797.42,626,1.110466480255127,517,2.2842979431152344,519,2.4423975944519043,503,2.277961492538452,524,2.238598108291626,538,2.4032418727874756
15,10,30,10,9,1085.93,848,1.4536075592041016,722,2.9767112731933594,717,2.959289073944092,722,2.8338818550109863,792,2.936600685119629,726,3.336387872695923
20,10,30,10,9,1291.14,1095,1.8804576396942139,875,3.6417651176452637,885,3.680215835571289,811,3.77492356300354,805,3.6754043102264404,864,3.998744487762451
25,10,30,10,9,1500.89,1297,2.1896839141845703,985,4.678027391433716,1015,4.620577812194824,955,4.505171537399292,956,4.555530071258545,981,5.102392911911011
30,10,30,10,9,1728.16,1441,2.6358590126037598,1133,5.248382091522217,1113,5.5357606410980225,1095,5.249453783035278,1173,5.260895252227783,1187,6.271409749984741
35,10,30,10,9,1931.17,1733,3.007824182510376,1330,6.22907018661499,1305,6.488887310028076,1234,6.188652276992798,1373,6.1817591190338135,1335,7.575244426727295
40,10,30,10,9,2102.45,1883,3.117025136947632,1473,6.9564268589019775,1484,6.605856657028198,1376,6.580819606781006,1442,6.8243248462677,1459,8.472129344940186
45,10,30,10,9,2315.84,2054,3.807260513305664,1593,7.969478368759155,1594,7.883374929428101,1549,7.678095579147339,1693,8.01731562614441,1632,10.273845195770264
50,10,30,10,9,2528.34,2232,4.094703912734985,1709,8.492324829101562,1728,8.196356534957886,1677,8.051682472229004,1816,8.342071771621704,1748,11.25110411643982
