num_job,num_machine,mean,std,seed,baseline,RANDOM_best,RANDOM_time,RUBI_best,RUBI_time,MoRUBI_best,MoRUBI_time,SPT_best,SPT_time,LPT_best,LPT_time,GT_best,GT_time
10,35,30,10,4,1968.06,1768,3.764938831,1298,7.792486429,1317,7.873865128,1407,7.568006754,1297,7.881542921,1384,8.03883338
10,40,30,10,4,2181.91,1921,4.394423723,1529,8.796719551,1532,8.833805561,1541,8.757622957,1513,8.748125553,1534,9.047517776
10,45,30,10,4,2383.11,2118,4.82621789,1659,10.0799439,1660,10.2032764,1586,10.14269161,1669,10.35951066,1653,10.34016466
10,10,30,10,5,812.43,614,1.126671314,508,2.287534475,500,2.247594833,509,2.266308546,610,2.368858337,536,2.293903351
10,15,30,10,5,1103.16,874,1.618496418,717,3.372534752,710,3.542913914,714,3.437922478,783,3.444391966,753,3.526903629
10,20,30,10,5,1280.9,1050,2.195391178,839,4.499530792,865,4.638152361,824,4.483265877,828,4.601604939,851,4.583542347
10,25,30,10,5,1489.08,1237,2.713223696,1003,5.517336607,1005,5.513486147,988,5.681947947,993,5.592179298,1033,5.729961395
10,30,30,10,5,1731.17,1429,3.257013321,1159,6.592905283,1167,6.742908478,1090,6.557177782,1121,6.720354319,1160,7.131530523
10,35,30,10,5,1917.13,1629,3.751966238,1345,7.80867219,1331,8.069095612,1272,8.016238451,1280,8.054853678,1322,8.11125803
10,40,30,10,5,2152.99,1868,4.286031246,1460,8.647766113,1478,8.778045177,1421,8.736728191,1424,8.791772842,1465,9.002224207
10,45,30,10,5,2331.16,2034,4.823496103,1631,10.10518122,1637,10.20717835,1582,10.0101788,1530,10.34423828,1660,10.44701219
10,10,30,10,6,837.92,656,1.10313201,592,2.268413544,571,2.247344971,546,2.245137691,600,2.25622654,577,2.378415585
10,15,30,10,6,1046.31,901,1.629346609,741,3.408026934,731,3.408557177,690,3.431218863,778,3.503172636,728,3.493241072
10,20,30,10,6,1274.3,1091,2.147221088,824,4.479566336,822,4.542690277,778,4.554345608,813,4.59623003,834,4.590312481
10,25,30,10,6,1505.73,1251,2.744734526,1050,5.530940533,1024,5.604907751,1007,5.502577543,986,5.671472788,1013,5.641951084
10,30,30,10,6,1760.65,1507,3.232796907,1204,6.625226498,1208,6.716818333,1247,6.866246939,1156,6.88344574,1205,6.91736722
10,35,30,10,6,1967.02,1660,3.786151409,1308,7.887761354,1301,8.016280651,1276,7.86471653,1298,7.946824551,1336,8.18896389
10,40,30,10,6,2199.16,1904,4.356459618,1560,9.008316994,1568,9.091216326,1499,9.305922985,1478,8.912179947,1541,9.184924603
10,45,30,10,6,2340.47,1948,4.850344419,1655,10.17278242,1654,10.26900935,1615,10.33128214,1618,10.3902092,1658,10.39986539
10,10,30,10,7,856.26,651,1.123826265,572,2.28341651,575,2.284012556,644,2.303863287,604,2.271417618,574,2.513660669
10,15,30,10,7,1024.55,866,1.661810875,648,3.497039795,661,3.45981741,625,3.438632727,665,3.381612778,700,3.425384521
10,20,30,10,7,1243.89,1021,2.161062002,857,4.453591108,860,4.465808392,877,4.450203896,891,4.457993984,829,4.626148701
10,25,30,10,7,1555.01,1306,2.696952105,1027,5.498257637,1039,5.558288336,976,5.796736002,1050,5.739046812,1075,5.688301086
10,30,30,10,7,1717.97,1473,3.227361441,1167,6.703180075,1187,6.717478037,1091,6.759379148,1224,6.811676979,1190,6.859346867
10,35,30,10,7,1874.59,1599,3.767677069,1264,7.841755867,1237,7.872704029,1276,7.741175175,1308,8.065462112,1308,7.97234273
10,40,30,10,7,2110.9,1851,4.251178026,1485,8.767422915,1491,8.791749716,1363,8.853871822,1415,8.756050587,1454,9.244855642
10,45,30,10,7,2275.98,1947,4.846263885,1556,9.966975451,1569,10.25911641,1560,9.9269979,1548,9.996040821,1595,10.40283799
10,10,30,10,8,819.21,659,1.167677641,514,2.279546261,527,2.268836498,550,2.273072481,574,2.26816535,594,2.344314575
10,15,30,10,8,1057.19,855,1.665093422,676,3.355923176,674,3.392484903,623,3.387074471,718,3.304605007,666,3.471782923
10,20,30,10,8,1287.71,1046,2.183983326,789,4.474131823,809,4.608632326,817,4.548289061,808,4.595193386,846,4.608198166
10,25,30,10,8,1494.51,1227,2.710455179,1042,5.596796751,1040,5.587531805,926,5.530641079,985,5.638524771,1037,5.642533302
10,30,30,10,8,1741,1505,3.265418291,1164,6.688875914,1156,6.863960505,1159,6.515167475,1106,6.830702066,1202,6.960699081
10,35,30,10,8,1927.62,1603,3.766502857,1342,7.988010168,1317,7.984498501,1276,7.946046591,1313,8.002718449,1346,8.251065731
10,40,30,10,8,2122.97,1821,4.307743073,1474,8.731657743,1475,8.881696701,1424,8.663992882,1448,8.796556711,1482,9.102744579
10,45,30,10,8,2324.01,1973,4.862044096,1616,9.965274096,1591,10.12130404,1517,9.902135372,1553,9.814924717,1640,10.39084554
10,10,30,10,9,797.42,626,1.104824305,517,2.289509535,519,2.245338678,503,2.270357847,524,2.348413706,538,2.364341259
10,15,30,10,9,1115.8,902,1.651706696,746,3.414149046,743,3.38206625,723,3.435060978,739,3.429436684,782,3.485424042
10,20,30,10,9,1272.62,1040,2.225782156,881,4.560132504,847,4.582274675,817,4.463995934,866,4.42714572,864,4.677544117
10,25,30,10,9,1540.74,1236,2.67816186,1042,5.51940155,1032,5.726299286,1007,5.544897795,1059,5.510355711,1060,5.719264984
10,30,30,10,9,1711.48,1464,3.20059824,1163,6.672212362,1168,6.740385771,1103,6.609210253,1092,6.65264225,1157,6.874405861
10,35,30,10,9,1937.79,1712,3.806174994,1318,7.925130367,1296,7.914989948,1260,7.744419098,1319,8.56854248,1346,9.758621216
10,40,30,10,9,2165.86,1925,5.309776306,1475,9.839632988,1455,10.96297073,1424,9.82701087,1474,10.34440446,1483,10.59873962
10,45,30,10,9,2361.89,2084,5.459197044,1647,12.29243803,1656,12.10820198,1555,11.49471974,1600,11.37147188,1626,11.60755444
10,50,30,10,0,2537.65,2256,5.407475471,1830,11.61067462,1857,11.5284121,1769,11.41236615,1761,11.65528107,1829,11.77387834
10,50,30,10,1,2582.01,2270,5.597893476,1873,11.61899233,1876,11.65724921,1747,11.56792855,1754,11.62194037,1806,11.7520864
10,50,30,10,2,2517.45,2238,5.657503605,1810,11.45978761,1797,11.71454549,1776,11.23031926,1715,11.33600903,1791,11.87618732
10,50,30,10,3,2530.65,2197,5.392605066,1791,11.09906077,1771,11.35466814,1777,11.54762602,1842,11.49998045,1837,11.58862591
10,50,30,10,4,2596.38,2281,5.289276123,1854,11.40362144,1854,11.62218261,1759,11.49491715,1757,11.294909,1841,11.65939832
10,50,30,10,5,2539.72,2221,5.317771912,1815,11.29379749,1780,11.51538873,1758,11.29319644,1747,11.59858298,1770,11.44607663
10,50,30,10,6,2546.84,2246,5.389602184,1804,11.61844683,1816,11.34229994,1738,11.06787252,1749,11.56322217,1796,11.60784888
10,50,30,10,7,2491.91,2092,5.422828197,1812,11.74137688,1798,11.84009767,1736,11.6320436,1760,11.41058135,1776,12.02613258
10,50,30,10,8,2558.17,2237,5.312690258,1845,11.12016082,1826,11.43748164,1742,11.06340313,1733,11.20211291,1748,11.72563195
10,50,30,10,9,2574.01,2119,5.368699312,1795,11.56680512,1780,12.01173234,1763,11.40979719,1767,11.47547483,1771,11.88852072
