Problem,Initialization,Seed,Best Makespan,Best Reached Time
la09,40,2,951,0.452320576
la09,40,3,951,12.39585876
la09,40,4,951,0.480642796
la09,60,0,951,0.475569725
la09,60,1,951,0.453507423
la09,60,2,951,0.532758236
la09,60,3,951,0.457713604
la09,60,4,951,0.466696739
la09,80,0,951,0.475404739
la09,80,1,951,0.448034286
la09,80,2,951,0.456728697
la09,80,3,951,6.387673378
la09,80,4,951,0.465539217
la09,100,0,951,0.455158949
la09,100,1,951,0.45223093
la09,100,2,951,0.449298382
la09,100,3,951,12.28670025
la09,100,4,951,0.469187975
la10,40,0,958,0.459953308
la10,40,1,958,0.448436022
la10,40,2,958,0.458232164
la10,40,3,958,0.476130962
la10,40,4,958,0.475503206
la10,60,0,958,0.459772348
la10,60,1,958,0.460193157
la10,60,2,958,0.477783442
la10,60,3,958,0.455222368
la10,60,4,958,0.474894285
la10,80,0,958,0.444085836
la10,80,1,958,0.453865051
la10,80,2,958,0.458183289
la10,80,3,958,0.462455988
la10,80,4,958,0.443920374
la10,100,0,958,0.461583376
la10,100,1,958,0.464523077
la10,100,2,958,0.430538893
la10,100,3,958,0.478799343
la10,100,4,958,0.473488331
la11,40,0,1222,35.34301019
la11,40,1,1222,47.35957575
la11,40,2,1222,85.78767276
la11,40,3,1222,43.15737987
la11,40,4,1222,35.71423888
la11,60,0,1222,50.79249501
la11,60,1,1222,35.42551541
la11,60,2,1222,62.32492542
la11,60,3,1222,23.9639554
la11,60,4,1222,58.52381563
la11,80,0,1222,39.38298512
la11,80,1,1222,31.38192391
la11,80,2,1222,0.584873199
la11,80,3,1222,66.82194996
la11,80,4,1222,12.11640429
la11,100,0,1222,23.66798615
la11,100,1,1222,27.83342481
la11,100,2,1222,39.98774004
la11,100,3,1222,39.16299844
la11,100,4,1222,54.22583485
la12,40,0,1039,38.83081937
la12,40,1,1039,59.78641343
la12,40,2,1039,43.32993245
la12,40,3,1039,47.66335487
la12,40,4,1039,36.0044632
la12,60,0,1039,12.08518481
la12,60,1,1039,23.86591172
la12,60,2,1039,35.11150193
la12,60,3,1039,0.597450733
la12,60,4,1039,12.21207023
la12,80,0,1039,50.80429769
la12,80,1,1039,16.05120158
la12,80,2,1039,23.94159842
la12,80,3,1039,23.88377523
la12,80,4,1039,0.591484547
la12,100,0,1039,16.24564338
la12,100,1,1039,27.62059402
la12,100,2,1039,39.33405733
la12,100,3,1039,27.5933516
la12,100,4,1039,0.596776724
la13,40,0,1150,31.51252007
la13,40,1,1150,27.53967357
la13,40,2,1150,0.560839653
la13,40,3,1150,0.606688023
la13,40,4,1150,47.08939004
la13,60,0,1150,19.8505125
la13,60,1,1150,0.598748207
la13,60,2,1150,0.592152834
la13,60,3,1150,19.90846133
la13,60,4,1150,0.596503019
la13,80,0,1150,0.579888582
la13,80,1,1150,12.2054491
la13,80,2,1150,0.610897064
la13,80,3,1150,0.579273939
la13,80,4,1150,0.576160192
la13,100,0,1150,8.423037291
la13,100,1,1150,8.270176888
la13,100,2,1150,0.587410688
la13,100,3,1150,12.27344584
la13,100,4,1150,0.580964804
la14,40,0,1292,0.593707323
la14,40,1,1292,0.597291946
la14,40,2,1292,0.661058903
la14,40,3,1292,0.599157333
la14,40,4,1292,0.595265388
la14,60,0,1292,0.584952831
la14,60,1,1292,0.612427235
la14,60,2,1292,0.641993284
la14,60,3,1292,0.613420248
la14,60,4,1292,0.571100473
la14,80,0,1292,0.600132942
la14,80,1,1292,0.593182802
la14,80,2,1292,0.650875807
la14,80,3,1292,0.570947886
la14,80,4,1292,0.601985693
la14,100,0,1292,0.579682112
la14,100,1,1292,0.605618954
la14,100,2,1292,0.625973463
la14,100,3,1292,0.576692343
la14,100,4,1292,0.580271721
la15,40,0,1273,658.0064237
la15,40,1,1261,766.7085037
la15,40,2,1242,664.2967889
la15,40,3,1255,682.6445112
la15,40,4,1243,673.4909065
la15,60,0,1242,739.0173466
la15,60,1,1220,624.9188962
la15,60,2,1261,701.516922
la15,60,3,1257,688.1703084
la15,60,4,1260,370.1148636
la15,80,0,1289,704.2575548
la15,80,1,1228,739.2347631
la15,80,2,1224,509.313839
la15,80,3,1259,729.94294
la15,80,4,1265,633.2251854
la15,100,0,1243,754.1964717
la15,100,1,1260,763.7259636
la15,100,2,1207,458.8937397
la15,100,3,1207,435.3603499
la15,100,4,1207,600.736196
la16,40,0,1042,573.6926966
la16,40,1,1015,688.110368
la16,40,2,1024,752.3947358
la16,40,3,987,759.3085365
la16,40,4,1015,214.062315
la16,60,0,1015,527.1277771
la16,60,1,1003,700.6839502
la16,60,2,1003,399.8607924
la07,0,0,890,380.139015
la07,0,1,912,134.3682857
la07,0,2,904,220.9358635
la07,0,3,890,461.581152
la07,0,4,890,275.9034495
la07,20,0,898,458.6353507
la07,20,1,890,283.2789001
la07,20,2,897,204.2268379
la07,20,3,890,315.4811864
la07,20,4,890,478.5004089
la08,0,0,863,70.81991076
la08,0,1,863,146.7444704
la08,0,2,863,267.7084551
la08,0,3,863,192.1887994
la08,0,4,863,199.9907475
la09,0,0,951,220.6379924
la09,0,1,951,80.61030412
la09,0,2,951,138.9721866
la09,0,3,951,81.60294151
la09,0,4,951,80.73237276
la09,20,0,951,47.13144708
la09,20,1,951,0.5408113
la09,20,2,951,0.49791193
la09,20,3,951,0.502517462
la09,20,4,951,0.554169416
la10,0,0,958,70.78022718
la10,0,1,958,24.02456427
la10,0,2,958,112.327188
la10,0,3,958,24.33203506
la10,0,4,958,43.92391634
la10,20,0,958,0.5455935
la10,20,1,958,0.544533968
la10,20,2,958,0.489683867
la10,20,3,958,0.525481224
la10,20,4,958,0.524795532
la11,0,0,1222,150.3719947
la11,0,1,1222,193.0008085
la11,0,2,1222,247.8861377
la11,0,3,1222,218.2724652
la11,0,4,1222,196.1373091
la11,20,0,1222,74.5844841
la11,20,1,1222,30.78219509
la11,20,2,1222,121.7286382
la11,20,3,1222,61.2220974
la11,20,4,1222,86.5609374
la12,0,0,1039,253.5683098
la12,0,1,1039,75.43286633
la12,0,2,1039,120.1566281
la12,0,3,1039,358.9969625
la12,0,4,1039,179.8513262
la12,20,0,1039,35.21000004
la12,20,1,1039,9.265689611
la12,20,2,1039,61.20794964
la12,20,3,1039,69.46980238
la12,20,4,1039,47.72618365
la13,0,0,1150,291.1516173
la13,0,1,1150,240.8125343
la13,0,2,1150,191.1478295
la13,0,3,1150,122.8405821
la13,0,4,1150,205.2458761
la13,20,0,1150,60.75509763
la13,20,1,1150,30.90460539
la13,20,2,1150,22.34367728
la13,20,3,1150,0.636328459
la13,20,4,1150,0.656248569
la14,0,0,1292,44.14658451
la14,0,1,1292,26.61518788
la14,0,2,1292,70.35725522
la14,0,3,1292,18.10681844
la14,0,4,1292,35.60216284
la14,20,0,1292,0.659412384
la14,20,1,1292,0.643155813
la14,20,2,1292,0.65736866
la14,20,3,1292,0.668805122
la14,20,4,1292,0.649971247
la15,0,0,1279,550.0530133
la15,0,1,1260,851.6009698
la15,0,2,1238,807.5862772
la15,0,3,1215,626.8888042
la15,0,4,1207,824.8201306
la15,20,0,1256,841.5436282
la15,20,1,1222,851.2647386
la15,20,2,1216,770.3315253
la15,20,3,1323,556.5761685
la15,20,4,1219,537.2784781
la17,0,0,805,849.191838
la17,0,1,831,465.9301987
la17,0,2,821,590.5377436
la17,0,3,842,358.7698019
la17,0,4,861,870.6718731
la17,20,0,793,848.3290815
la17,20,1,826,628.1127326
la17,20,2,822,308.2293463
la17,20,3,846,819.4132185
la17,20,4,820,302.7652123
la17,40,0,793,336.2674804
la17,40,1,793,807.8804295
la17,40,2,820,666.7826359
la17,40,3,820,421.1362379
la17,40,4,833,241.3803315
la17,60,0,830,378.2565341
la17,60,1,833,292.2465422
la17,60,2,827,633.9799876
la17,60,3,820,684.4775357
la17,60,4,820,483.2774911
la17,80,0,793,320.0828137
la17,80,1,834,339.917268
la17,80,2,793,716.7440569
la17,80,3,820,595.2983365
la17,80,4,820,631.4635437
la17,100,0,793,798.6237514
la17,100,1,820,630.5605888
la17,100,2,833,150.1876802
la17,100,3,833,201.5844686
la17,100,4,820,782.0916557
la18,0,0,908,518.9771488
la18,0,1,871,650.8009186
la18,0,2,888,439.2224936
la18,0,3,907,912.310467
la18,0,4,874,503.4105563
la16,0,0,1032,400.3144159
la16,100,0,982,784.9993362
la16,0,1,1028,653.0004392
la16,100,1,1015,1372.575895
la16,0,2,1021,835.2774086
la16,100,2,982,1390.693355
la16,0,3,1008,720.783241
la16,100,3,998,599.2012846
la16,0,4,1005,1394.955829
la16,100,4,988,447.0870061
la18,0,0,865,1216.040854
la18,100,0,914,353.3988554
la18,0,1,900,1428.760804
la18,100,1,890,1103.821715
la18,0,2,945,1214.748148
la18,100,2,913,858.1282737
la18,0,3,861,407.1617777
la18,100,3,885,363.8239439
la18,0,4,903,758.2649684
la18,100,4,865,1392.772115
la19,0,0,888,1375.347437
la19,100,0,903,380.6267221
la19,0,1,920,376.0147862
la19,100,1,921,774.5470052
la19,0,2,916,1157.147776
la19,100,2,957,1353.496054
la19,0,3,916,1179.711378
la19,100,3,904,1142.748555
la19,0,4,898,1140.976696
la19,100,4,896,748.9720101
la20,0,0,1014,1203.386768
la20,100,0,958,1464.894779
la20,0,1,969,566.935153
la20,100,1,936,1220.190592
la20,0,2,959,614.7110579
la20,100,2,944,1435.669257
la20,0,3,964,187.1192765
la20,100,3,938,1093.556186
la20,0,4,955,1075.155931
la20,100,4,994,242.6669533
la01,SPT,0,666,32.49169374
la01,LPT,0,668,238.3438272
la01,SPT,1,666,11.55328012
la01,LPT,1,666,154.2560077
la01,SPT,2,666,32.18278956
la01,LPT,2,688,77.86920094
la01,SPT,3,666,21.18549275
la01,LPT,3,668,112.9008386
la01,SPT,4,666,210.6678205
la01,LPT,4,688,358.5390224
la02,SPT,0,685,29.23666358
la02,LPT,0,690,187.8222122
la02,SPT,1,683,261.7879734
la02,LPT,1,676,76.77219725
la02,SPT,2,680,59.71415925
la02,LPT,2,676,311.513026
la02,SPT,3,685,262.1565499
la02,LPT,3,705,127.6115143
la02,SPT,4,685,70.28572059
la02,LPT,4,676,138.8401875
la03,SPT,0,638,152.6781983
la03,LPT,0,637,275.451937
la03,SPT,1,638,141.4299774
la03,LPT,1,662,335.6205964
la03,SPT,2,638,262.1513155
la03,LPT,2,657,222.787329
la03,SPT,3,638,98.1944859
la03,LPT,3,653,365.3756146
la03,SPT,4,638,132.7880592
la03,LPT,4,651,82.36919713
la04,SPT,0,611,95.62566185
la04,LPT,0,632,138.4882751
la04,SPT,1,614,32.55440974
la04,LPT,1,634,50.61791015
la04,SPT,2,612,154.385181
la04,LPT,2,612,362.8166223
la04,SPT,3,598,152.9671752
la04,LPT,3,632,51.56493092
la04,SPT,4,599,46.19338441
la04,LPT,4,619,185.9137294
la05,SPT,0,593,0.32005024
la05,LPT,0,593,11.4632206
la05,SPT,1,593,0.313069344
la05,LPT,1,593,5.85785985
la05,SPT,2,593,0.326633453
la05,LPT,2,593,4.210639
la05,SPT,3,593,0.309097767
la05,LPT,3,593,9.715767384
la05,SPT,4,593,0.306325674
la05,LPT,4,593,4.03528595
la06,SPT,0,926,31.05654216
la06,LPT,0,926,175.038837
la06,SPT,1,926,55.18984342
la06,LPT,1,926,19.89411807
la06,SPT,2,926,21.92723727
la06,LPT,2,926,42.43628526
la06,SPT,3,926,39.54606199
la06,LPT,3,926,64.94556785
la06,SPT,4,926,178.1517308
la06,LPT,4,926,38.46055365
la07,SPT,0,916,445.2190378
la07,LPT,0,968,505.063967
la07,SPT,1,927,67.55887246
la07,LPT,1,905,547.9478099
la07,SPT,2,897,557.1405919
la07,LPT,2,907,541.3575692
la07,SPT,3,910,467.5842977
la07,LPT,3,907,493.4150176
la07,SPT,4,910,237.9562092
la07,LPT,4,927,552.9580591
la08,SPT,0,863,47.95837474
la08,LPT,0,927,542.3015432
la08,SPT,1,863,276.1914363
la08,LPT,1,863,268.4402633
la08,SPT,2,863,130.8530867
la08,LPT,2,956,116.5624404
la08,SPT,3,863,316.4963014
la08,LPT,3,901,245.5661452
la08,SPT,4,863,322.2074034
la08,LPT,4,895,144.3384099
la09,SPT,0,951,30.7653923
la09,LPT,0,951,51.67455816
la09,SPT,1,951,24.68228936
la09,LPT,1,951,75.11013961
la09,SPT,2,951,11.38314295
la09,LPT,2,951,92.30150723
la09,SPT,3,951,3.202025652
la09,LPT,3,951,98.17182016
la09,SPT,4,951,46.45919371
la09,LPT,4,951,45.02642632
la10,SPT,0,958,11.59398651
la10,LPT,0,958,96.41605401
la10,SPT,1,958,61.45742178
la10,LPT,1,958,86.67060018
la10,SPT,2,958,122.8065388
la10,LPT,2,958,190.6166186
la10,SPT,3,958,27.48470092
la10,LPT,3,958,48.24077201
la10,SPT,4,958,39.69523931
la10,LPT,4,958,19.75651026
la11,SPT,0,1222,214.5024014
la11,LPT,0,1222,114.9320042
la11,SPT,1,1222,280.7891304
la11,LPT,1,1222,262.9281359
la11,SPT,2,1222,588.8170822
la11,LPT,2,1222,297.8627975
la11,SPT,3,1230,390.8314743
la11,LPT,3,1222,318.5219333
la11,SPT,4,1222,552.2458282
la11,LPT,4,1222,78.89105392
la12,SPT,0,1039,85.71387053
la12,LPT,0,1079,522.3045905
la12,SPT,1,1039,395.0725877
la12,LPT,1,1040,549.0091794
la12,SPT,2,1039,423.6336215
la12,LPT,2,1039,67.22473788
la12,SPT,3,1039,111.3933995
la12,LPT,3,1039,507.9116404
la12,SPT,4,1039,262.8773234
la12,LPT,4,1039,300.5347562
la13,SPT,0,1155,676.4597881
la13,LPT,0,1150,480.2374294
la13,SPT,1,1190,315.9161699
la13,LPT,1,1150,378.0504723
la13,SPT,2,1159,571.0137537
la13,LPT,2,1150,298.3157036
la13,SPT,3,1150,113.8041723
la13,LPT,3,1158,700.4904745
la13,SPT,4,1230,586.739646
la13,LPT,4,1158,720.6346912
la14,SPT,0,1292,80.41505861
la14,LPT,0,1292,62.96279883
la14,SPT,1,1292,48.36620569
la14,LPT,1,1292,55.35116005
la14,SPT,2,1292,590.9016252
la14,LPT,2,1292,55.46879029
la14,SPT,3,1292,106.1115952
la14,LPT,3,1292,54.43415332
la14,SPT,4,1292,685.3261011
la14,LPT,4,1292,87.82509398
la15,SPT,0,1251,650.2617671
la15,LPT,0,1404,645.819104
la15,SPT,1,1294,618.5871921
la15,LPT,1,1243,554.7386925
la15,SPT,2,1249,491.0716875
la15,LPT,2,1295,627.6376739
la15,SPT,3,1252,720.2485812
la15,LPT,3,1285,666.1366901
la15,SPT,4,1281,594.9128482
la15,LPT,4,1376,715.6569102
la16,SPT,0,1028,706.5156717
la16,LPT,0,1060,250.3363698
la16,SPT,1,1028,432.2565114
la16,LPT,1,1068,743.6859348
la16,SPT,2,1003,715.2647448
la16,LPT,2,1037,165.4291039
la16,SPT,3,1028,410.0696766
la16,LPT,3,1045,721.9765594
la16,SPT,4,1037,671.6714787
la16,LPT,4,1010,690.6700685
la17,SPT,0,870,256.56268
la17,LPT,0,819,546.3481848
la17,SPT,1,856,718.080488
la17,LPT,1,857,702.8335114
la17,SPT,2,856,129.4583855
la17,LPT,2,806,608.2137718
la17,SPT,3,900,654.0578589
la17,LPT,3,830,723.9266841
la17,SPT,4,854,698.9911664
la17,LPT,4,827,517.4515843
la18,SPT,0,981,0.548648119
la18,LPT,0,959,516.3458107
la18,SPT,1,981,0.555975437
la18,LPT,1,951,206.790451
la18,SPT,2,952,683.9404979
la18,LPT,2,988,503.176326
la18,SPT,3,981,0.553316355
la18,LPT,3,959,464.7525685
la18,SPT,4,942,171.9534264
la18,LPT,4,963,614.2924433
la19,SPT,0,877,274.0712907
la19,LPT,0,909,618.2084174
la19,SPT,1,906,625.5020571
la19,LPT,1,914,625.1512108
la19,SPT,2,887,328.6342351
la19,LPT,2,915,544.088608
la19,SPT,3,886,701.5566373
la19,LPT,3,922,570.6098735
la19,SPT,4,906,440.6012704
la19,LPT,4,963,573.4680755
la20,SPT,0,937,167.6407549
la20,LPT,0,1062,74.41950631
la20,SPT,1,929,442.1901259
la20,LPT,1,969,758.2095778
la20,SPT,2,959,747.739888
la20,LPT,2,1054,785.1563253
la20,SPT,3,931,735.3630157
la20,LPT,3,1019,666.66289
la20,SPT,4,950,101.4534364
la20,LPT,4,1054,82.39722633
